Datum|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EEK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|100 INR|100 ISK|100 JPY|100 KRW|1 LTL|1 LVL|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
05.06.2009|15,346|13,813|9,884|17,253|17,781|2,790|3,628|1,727|27,020|30,723|2,458|3,667|9,346|1,917|40,479|15,558|19,650|1,528|7,825|38,089|1,444|5,451|3,014|12,135|40,398|5,946|6,405|62,002|2,473|13,161|55,727|12,376|19,056|29,507|2,366
08.06.2009|15,355|13,804|9,859|17,368|17,802|2,849|3,626|1,726|27,000|31,001|2,512|3,688|9,401|1,942|40,942|15,379|19,776|1,560|7,820|38,244|1,457|5,529|3,021|12,091|40,977|5,926|6,395|62,033|2,479|13,348|56,646|12,509|19,472|29,764|2,381
09.06.2009|15,242|13,693|9,893|17,385|17,664|2,806|3,597|1,712|26,780|31,022|2,475|3,660|9,560|1,907|40,393|14,961|19,578|1,517|7,756|38,284|1,432|5,440|3,003|11,962|40,359|5,982|6,376|61,559|2,480|13,155|56,098|12,368|19,183|29,416|2,357
10.06.2009|15,376|13,671|9,857|17,248|17,638|2,774|3,591|1,709|26,740|31,139|2,446|3,679|9,602|1,892|40,144|14,822|19,364|1,509|7,744|38,227|1,399|5,423|3,024|12,013|39,979|5,988|6,369|61,486|2,491|13,087|55,680|12,321|18,958|29,281|2,359
11.06.2009|15,533|13,674|9,818|17,330|17,690|2,801|3,592|1,709|26,745|31,434|2,470|3,681|9,540|1,897|40,216|14,875|19,465|1,521|7,746|38,344|1,404|5,458|3,000|12,245|40,372|5,969|6,370|61,802|2,476|13,177|56,110|12,389|19,145|29,523|2,376
12.06.2009|15,439|13,621|9,830|16,957|17,650|2,783|3,579|1,703|26,650|31,202|2,454|3,674|9,592|1,890|40,009|14,942|19,372|1,522|7,718|38,257|1,421|5,427|3,000|12,170|40,118|5,951|6,342|61,406|2,478|13,099|55,773|12,375|19,024|29,365|2,369
15.06.2009|15,523|13,724|9,989|17,106|17,763|2,834|3,605|1,716|26,845|31,679|2,500|3,710|9,581|1,915|40,611|15,122|19,723|1,540|7,775|38,159|1,435|5,491|3,015|12,228|40,257|5,931|6,362|62,026|2,477|13,293|56,695|12,521|19,376|29,907|2,405
16.06.2009|15,452|13,692|9,962|17,144|17,765|2,821|3,597|1,712|26,780|31,738|2,487|3,684|9,562|1,893|40,511|15,154|19,870|1,536|7,756|38,257|1,446|5,476|3,003|12,275|40,007|5,911|6,326|61,898|2,466|13,232|56,517|12,496|19,275|29,669|2,409
17.06.2009|15,226|13,643|9,734|16,898|17,679|2,821|3,585|1,706|26,690|31,320|2,488|3,666|9,412|1,888|40,199|15,062|20,021|1,536|7,730|38,210|1,429|5,457|2,992|12,092|39,916|5,894|6,306|61,588|2,450|13,210|56,417|12,385|19,283|29,646|2,389
18.06.2009|15,197|13,613|9,682|16,902|17,740|2,799|3,579|1,703|26,640|31,032|2,468|3,655|9,390|1,861|39,782|15,003|19,943|1,505|7,715|38,166|1,424|5,403|3,000|12,147|39,519|5,847|6,295|61,322|2,430|13,125|56,029|12,210|19,131|29,496|2,347
19.06.2009|15,255|13,477|9,641|16,782|17,457|2,768|3,542|1,685|26,365|31,121|2,442|3,630|9,433|1,835|39,415|14,718|19,549|1,497|7,636|37,799|1,418|5,352|2,963|12,159|39,163|5,841|6,256|60,729|2,403|13,003|55,404|12,193|18,923|29,173|2,335
22.06.2009|14,931|13,300|9,436|16,393|17,255|2,747|3,495|1,663|26,015|30,881|2,422|3,583|9,337|1,815|38,778|14,546|19,553|1,468|7,534|37,324|1,396|5,302|2,895|11,912|38,891|5,754|6,164|59,924|2,348|12,869|54,955|12,014|18,773|28,900|2,304
23.06.2009|14,775|13,401|9,314|16,283|17,444|2,744|3,522|1,676|26,220|30,583|2,420|3,604|9,324|1,809|38,635|14,766|19,635|1,457|7,594|37,618|1,414|5,288|2,880|11,891|38,791|5,768|6,191|59,669|2,361|12,868|54,913|11,946|18,755|28,959|2,285
24.06.2009|14,896|13,378|9,465|16,254|17,233|2,731|3,514|1,672|26,165|30,824|2,407|3,579|9,418|1,802|38,519|14,642|19,560|1,454|7,578|37,539|1,404|5,280|2,904|12,001|38,763|5,773|6,190|59,724|2,372|12,826|54,644|11,990|18,653|28,949|2,316
25.06.2009|14,911|13,330|9,528|16,090|17,032|2,737|3,503|1,667|26,080|30,444|2,414|3,569|9,413|1,823|38,497|14,570|19,408|1,453|7,553|37,383|1,413|5,291|2,873|11,925|38,877|5,774|6,175|59,876|2,356|12,823|54,812|12,027|18,707|28,827|2,316
26.06.2009|14,890|13,293|9,573|16,076|17,018|2,699|3,492|1,662|26,000|30,428|2,380|3,570|9,447|1,803|38,402|14,517|19,326|1,440|7,530|37,196|1,402|5,221|2,875|11,928|38,326|5,785|6,165|59,280|2,372|12,686|54,163|12,011|18,442|28,604|2,333
29.06.2009|14,906|13,303|9,578|16,023|17,047|2,708|3,494|1,663|26,020|30,657|2,388|3,574|9,420|1,808|38,535|14,519|19,405|1,439|7,536|37,132|1,404|5,229|2,879|12,006|38,395|5,787|6,176|59,361|2,395|12,725|54,375|12,037|18,506|28,691|2,368
30.06.2009|14,912|13,238|9,427|15,907|16,961|2,682|3,476|1,655|25,890|30,377|2,364|3,562|9,534|1,795|38,361|14,383|19,105|1,436|7,498|36,796|1,396|5,211|2,869|11,959|38,146|5,814|6,154|58,966|2,393|12,668|53,788|11,980|18,318|28,433|2,379
01.07.2009|14,728|13,177|9,412|15,896|16,910|2,677|3,462|1,647|25,775|30,102|2,361|3,548|9,507|1,795|38,254|14,433|18,915|1,436|7,465|36,698|1,391|5,199|2,870|11,710|38,139|5,871|6,143|58,766|2,404|12,646|53,737|11,952|18,295|28,299|2,360
02.07.2009|14,708|13,176|9,477|15,911|16,915|2,686|3,462|1,648|25,780|30,067|2,367|3,534|9,600|1,801|38,257|14,442|18,958|1,445|7,466|36,802|1,398|5,212|2,885|11,626|38,158|5,921|6,129|58,839|2,378|12,650|53,809|12,003|18,346|28,380|2,349
03.07.2009|14,728|13,216|9,481|15,952|16,968|2,700|3,472|1,652|25,850|30,183|2,381|3,529|9,488|1,811|38,545|14,589|19,238|1,457|7,487|37,061|1,394|5,232|2,883|11,684|38,421|5,939|6,146|59,034|2,369|12,699|54,105|12,033|18,450|28,540|2,332
07.07.2009|14,801|13,231|9,471|15,951|17,049|2,702|3,476|1,654|25,885|29,964|2,382|3,530|9,478|1,810|38,273|14,550|19,368|1,450|7,497|37,132|1,398|5,202|2,858|11,763|38,281|5,919|6,146|58,717|2,361|12,673|54,124|11,983|18,459|28,540|2,314
Datum|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EEK|1 EUR|1 GBP|1 HKD|1 HRK|100 HUF|1000 IDR|100 INR|100 JPY|100 KRW|1 LTL|1 LVL|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|100 RUB|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
08.07.2009|14,687|13,311|9,411|16,060|17,170|2,741|3,497|1,665|26,045|30,101|2,417|3,553|9,376|1,836|38,310|19,871|1,466|7,543|37,207|1,392|5,258|2,869|11,745|38,835|5,874|6,175|59,050|2,355|12,808|54,967|12,039|18,730|28,900|2,295
09.07.2009|14,530|13,256|9,326|16,009|17,160|2,714|3,483|1,658|25,935|30,104|2,392|3,527|9,432|1,828|38,087|19,970|1,452|7,511|37,050|1,373|5,202|2,856|11,677|38,439|5,950|6,153|58,271|2,362|12,702|54,406|11,994|18,539|28,710|2,286
10.07.2009|14,507|13,305|9,270|16,048|17,183|2,739|3,494|1,663|26,020|30,331|2,415|3,551|9,378|1,845|38,376|20,294|1,457|7,536|37,211|1,367|5,232|2,864|11,698|38,822|5,949|6,172|57,267|2,366|12,795|54,910|12,026|18,716|28,946|2,282
13.07.2009|14,453|13,306|9,350|16,026|17,197|2,726|3,496|1,664|26,030|29,993|2,403|3,552|9,365|1,826|37,935|20,168|1,421|7,539|37,186|1,358|5,170|2,869|11,615|38,571|5,913|6,163|56,704|2,356|12,707|54,522|11,995|18,622|28,868|2,246
14.07.2009|14,698|13,298|9,445|16,231|17,152|2,720|3,494|1,663|26,015|30,318|2,398|3,548|9,433|1,825|37,947|19,954|1,432|7,534|37,098|1,359|5,181|2,879|11,825|38,602|5,973|6,170|57,569|2,371|12,743|54,439|12,068|18,583|28,802|2,267
15.07.2009|14,754|13,235|9,428|16,368|17,059|2,690|3,477|1,655|25,890|30,191|2,371|3,536|9,477|1,815|37,813|19,676|1,439|7,498|36,965|1,343|5,157|2,873|11,891|38,346|6,040|6,140|57,647|2,359|12,655|53,934|11,962|18,375|28,556|2,254
16.07.2009|14,711|13,222|9,491|16,389|17,067|2,679|3,474|1,653|25,865|30,101|2,361|3,527|9,467|1,813|37,636|19,498|1,441|7,491|36,924|1,348|5,124|2,875|11,836|38,190|6,029|6,114|57,548|2,348|12,614|53,722|11,993|18,300|28,461|2,257
17.07.2009|14,723|13,262|9,512|16,485|17,070|2,695|3,483|1,658|25,935|29,970|2,375|3,535|9,458|1,813|37,823|19,639|1,457|7,511|37,050|1,351|5,162|2,883|11,851|38,395|5,981|6,106|57,885|2,348|12,692|54,044|12,051|18,407|28,581|2,275
20.07.2009|14,756|13,210|9,532|16,451|16,997|2,660|3,470|1,651|25,840|30,046|2,345|3,522|9,469|1,789|37,700|19,222|1,458|7,484|36,893|1,375|5,131|2,867|11,898|37,913|6,013|6,096|58,799|2,349|12,612|53,414|12,032|18,172|28,216|2,286
21.07.2009|14,807|13,195|9,570|16,452|16,998|2,658|3,467|1,650|25,815|29,833|2,342|3,519|9,517|1,806|37,482|19,252|1,455|7,476|36,831|1,369|5,124|2,884|11,931|37,858|6,072|6,093|58,520|2,370|12,598|53,393|12,089|18,151|28,277|2,313
22.07.2009|14,789|13,200|9,573|16,448|17,025|2,664|3,468|1,650|25,820|29,851|2,348|3,530|9,509|1,807|37,543|19,489|1,453|7,478|36,781|1,371|5,121|2,893|11,918|37,820|6,069|6,097|58,339|2,388|12,606|53,486|12,153|18,193|28,360|2,345
23.07.2009|14,746|13,100|9,508|16,418|16,853|2,636|3,442|1,638|25,625|29,736|2,324|3,505|9,447|1,795|37,168|19,087|1,440|7,421|36,451|1,365|5,087|2,872|11,874|37,477|6,029|6,049|57,749|2,382|12,495|52,956|12,104|18,008|28,063|2,341
24.07.2009|14,629|13,024|9,470|16,532|16,738|2,621|3,422|1,628|25,475|29,386|2,310|3,485|9,561|1,792|37,121|18,879|1,437|7,378|36,238|1,358|5,073|2,876|11,758|37,260|6,082|6,046|57,759|2,403|12,429|52,700|12,068|17,904|27,903|2,306
27.07.2009|14,716|13,046|9,469|16,525|16,741|2,617|3,427|1,631|25,515|29,482|2,307|3,482|9,521|1,794|37,067|18,810|1,441|7,390|36,325|1,358|5,081|2,899|11,754|37,202|6,108|6,063|58,214|2,423|12,412|52,584|12,082|17,876|27,875|2,307
28.07.2009|14,879|13,036|9,552|16,582|16,750|2,623|3,425|1,630|25,500|29,562|2,312|3,479|9,528|1,805|37,164|18,952|1,446|7,385|36,366|1,351|5,106|2,909|11,841|37,389|6,105|6,064|58,076|2,409|12,441|52,787|12,139|17,919|27,957|2,294
29.07.2009|14,834|13,057|9,571|16,648|16,727|2,650|3,430|1,632|25,540|29,650|2,336|3,477|9,467|1,819|37,505|19,077|1,455|7,397|36,382|1,365|5,124|2,906|11,900|37,724|6,092|6,053|57,758|2,413|12,546|53,213|12,173|18,106|28,124|2,285
30.07.2009|15,006|13,080|9,659|16,784|16,701|2,664|3,436|1,635|25,585|30,007|2,349|3,480|9,536|1,829|37,695|19,108|1,476|7,410|36,477|1,377|5,154|2,925|11,867|37,875|6,125|6,082|57,496|2,449|12,604|53,455|12,266|18,203|28,234|2,324
31.07.2009|14,989|13,072|9,663|16,783|16,692|2,647|3,435|1,635|25,575|29,882|2,333|3,477|9,596|1,822|37,723|18,893|1,479|7,407|36,416|1,370|5,134|2,935|11,847|37,656|6,149|6,063|57,369|2,474|12,549|53,143|12,247|18,084|28,091|2,317
03.08.2009|15,091|13,133|9,699|16,821|16,848|2,629|3,451|1,642|25,690|30,246|2,317|3,502|9,669|1,814|37,750|18,906|1,474|7,440|36,580|1,369|5,120|2,961|11,977|37,392|6,249|6,109|57,799|2,495|12,522|52,793|12,259|17,958|28,084|2,318
04.08.2009|15,127|13,237|9,819|16,845|16,928|2,633|3,475|1,654|25,875|30,505|2,320|3,524|9,691|1,823|37,815|18,980|1,476|7,494|36,833|1,369|5,146|2,971|11,977|37,618|6,283|6,139|57,669|2,512|12,543|52,909|12,270|17,981|28,213|2,294
05.08.2009|15,173|13,264|9,913|16,725|16,945|2,636|3,485|1,658|25,945|30,621|2,323|3,534|9,716|1,822|37,985|18,908|1,472|7,514|36,917|1,372|5,148|2,993|12,146|37,687|6,327|6,171|57,787|2,526|12,565|52,971|12,339|18,005|28,240|2,276
06.08.2009|15,199|13,266|9,929|16,831|16,965|2,643|3,485|1,658|25,945|30,446|2,330|3,536|9,615|1,827|37,937|18,892|1,473|7,514|36,932|1,386|5,172|2,994|12,102|37,790|6,259|6,161|57,686|2,525|12,572|53,124|12,236|18,054|28,298|2,239
07.08.2009|15,098|13,244|9,844|16,669|16,946|2,641|3,480|1,656|25,910|30,236|2,328|3,533|9,501|1,823|37,772|18,927|1,471|7,504|36,893|1,385|5,155|2,961|12,155|37,808|6,216|6,144|56,996|2,515|12,559|53,109|12,165|18,044|28,246|2,217
10.08.2009|15,204|13,134|9,951|16,724|16,740|2,647|3,451|1,642|25,690|30,097|2,334|3,507|9,539|1,827|37,835|18,613|1,474|7,440|36,669|1,403|5,162|2,955|12,244|37,942|6,242|6,103|57,098|2,515|12,552|53,164|12,281|18,089|28,109|2,253
11.08.2009|15,197|13,181|9,816|16,598|16,848|2,662|3,463|1,648|25,780|30,028|2,348|3,519|9,440|1,834|37,937|18,858|1,465|7,466|36,771|1,401|5,183|2,920|12,202|38,168|6,176|6,114|56,328|2,491|12,576|53,449|12,147|18,197|28,245|2,236
12.08.2009|14,987|13,177|9,852|16,485|16,863|2,661|3,462|1,647|25,775|29,970|2,346|3,519|9,432|1,827|37,642|18,974|1,458|7,465|36,769|1,391|5,151|2,951|12,106|37,865|6,165|6,106|55,898|2,511|12,561|53,375|12,119|18,185|28,247|2,236
13.08.2009|15,201|13,157|9,891|16,654|16,791|2,635|3,457|1,645|25,740|29,967|2,323|3,516|9,597|1,814|37,458|18,714|1,463|7,455|36,729|1,402|5,132|2,991|12,246|37,595|6,263|6,107|56,687|2,524|12,494|52,890|12,228|18,006|28,055|2,263
14.08.2009|15,190|13,158|9,895|16,586|16,852|2,634|3,457|1,645|25,735|29,864|2,323|3,516|9,562|1,813|37,358|18,972|1,457|7,453|36,764|1,401|5,118|2,986|12,381|37,486|6,241|6,109|57,052|2,527|12,476|52,911|12,154|18,003|28,088|2,235
17.08.2009|14,985|13,186|9,767|16,505|16,949|2,681|3,464|1,648|25,785|29,885|2,364|3,531|9,413|1,845|37,587|19,395|1,455|7,468|36,836|1,409|5,173|2,955|12,191|38,154|6,139|6,104|56,718|2,506|12,616|53,774|12,147|18,324|28,398|2,236
18.08.2009|14,932|13,067|9,731|16,382|16,807|2,652|3,434|1,634|25,560|29,832|2,338|3,496|9,371|1,818|37,205|19,061|1,450|7,403|36,504|1,400|5,123|2,947|12,176|37,579|6,138|6,059|56,646|2,496|12,497|53,212|12,103|18,123|28,142|2,253
19.08.2009|14,911|13,144|9,805|16,417|16,961|2,665|3,454|1,643|25,710|29,867|2,350|3,514|9,369|1,809|37,383|19,391|1,448|7,446|36,713|1,403|5,136|2,966|12,179|37,575|6,131|6,082|57,058|2,506|12,543|53,486|12,084|18,215|28,298|2,250
20.08.2009|14,939|13,079|9,767|16,400|16,867|2,629|3,437|1,635|25,585|29,618|2,317|3,488|9,421|1,790|36,880|19,075|1,439|7,410|36,587|1,400|5,094|2,976|12,149|37,132|6,162|6,045|56,572|2,509|12,409|52,788|12,038|17,963|28,007|2,261
21.08.2009|14,821|13,029|9,700|16,396|16,808|2,603|3,423|1,628|25,480|29,435|2,294|3,486|9,481|1,776|36,717|18,991|1,427|7,379|36,384|1,385|5,050|2,978|12,127|36,912|6,203|6,033|56,136|2,512|12,357|52,262|11,955|17,782|27,830|2,270
24.08.2009|14,938|13,010|9,724|16,474|16,756|2,600|3,419|1,626|25,445|29,305|2,292|3,474|9,489|1,777|36,678|18,768|1,429|7,369|36,324|1,388|5,061|2,964|12,189|36,758|6,188|6,026|56,517|2,518|12,330|52,226|11,969|17,763|27,739|2,288
25.08.2009|14,865|12,964|9,640|16,451|16,710|2,591|3,407|1,620|25,355|29,006|2,283|3,464|9,498|1,770|36,300|18,764|1,419|7,343|36,234|1,371|5,029|2,944|12,168|36,585|6,215|6,007|56,424|2,513|12,273|52,030|11,873|17,698|27,625|2,269
26.08.2009|14,801|12,988|9,549|16,311|16,723|2,606|3,413|1,624|25,405|28,930|2,297|3,471|9,492|1,776|36,432|18,904|1,425|7,358|36,189|1,367|5,051|2,945|12,163|36,570|6,206|6,019|56,543|2,504|12,334|52,347|11,833|17,801|27,782|2,266
27.08.2009|14,856|12,991|9,590|16,290|16,682|2,606|3,414|1,624|25,410|28,859|2,297|3,468|9,468|1,769|36,405|19,020|1,427|7,359|36,119|1,354|5,039|2,940|12,159|36,465|6,177|6,018|56,209|2,500|12,335|52,334|11,857|17,804|27,756|2,268
28.08.2009|14,958|12,994|9,511|16,379|16,759|2,591|3,415|1,625|25,420|28,936|2,283|3,454|9,389|1,761|36,375|18,861|1,424|7,362|36,134|1,337|5,026|2,945|12,159|36,285|6,220|6,028|56,057|2,505|12,296|52,023|11,803|17,698|27,679|2,283
31.08.2009|14,855|12,978|9,374|16,065|16,730|2,604|3,410|1,622|25,380|28,793|2,294|3,446|9,336|1,764|36,360|19,072|1,423|7,350|36,097|1,334|5,050|2,949|12,101|36,457|6,182|6,009|55,834|2,484|12,319|52,276|11,814|17,782|27,809|2,283
01.09.2009|14,959|13,070|9,500|16,312|16,875|2,615|3,435|1,634|25,570|29,005|2,305|3,484|9,344|1,773|36,456|19,188|1,438|7,405|36,373|1,329|5,065|2,969|12,206|36,625|6,223|6,048|56,127|2,502|12,386|52,521|11,858|17,864|27,896|2,290
02.09.2009|15,021|13,126|9,497|16,347|16,933|2,644|3,450|1,641|25,680|29,342|2,330|3,497|9,292|1,773|36,958|19,495|1,447|7,437|36,542|1,325|5,102|2,958|12,183|36,962|6,165|6,058|56,574|2,489|12,515|53,010|11,939|18,058|28,172|2,295
03.09.2009|15,034|13,096|9,567|16,269|16,911|2,615|3,441|1,637|25,615|29,282|2,305|3,487|9,356|1,767|36,590|19,330|1,435|7,419|36,452|1,319|5,064|2,970|12,183|36,744|6,213|6,041|56,493|2,484|12,419|52,473|11,886|17,867|27,968|2,306
04.09.2009|15,106|13,061|9,661|16,394|16,854|2,623|3,433|1,633|25,550|29,295|2,311|3,479|9,317|1,771|36,639|19,289|1,444|7,400|36,380|1,323|5,080|2,968|12,253|36,858|6,209|6,016|56,619|2,484|12,451|52,564|11,928|17,911|27,992|2,340
07.09.2009|15,218|13,032|9,658|16,519|16,787|2,605|3,424|1,629|25,490|29,180|2,295|3,476|9,363|1,768|36,554|19,110|1,441|7,382|36,311|1,329|5,060|2,969|12,315|36,404|6,203|6,003|56,524|2,500|12,412|52,241|11,925|17,785|27,796|2,345
08.09.2009|15,189|13,023|9,635|16,452|16,801|2,578|3,422|1,628|25,470|29,152|2,271|3,472|9,399|1,761|36,335|19,070|1,429|7,376|36,277|1,324|5,025|2,972|12,250|36,437|6,230|6,005|56,135|2,500|12,336|51,718|11,836|17,597|27,707|2,335
09.09.2009|15,161|13,049|9,642|16,270|16,819|2,574|3,429|1,631|25,525|29,029|2,268|3,470|9,408|1,771|36,291|19,028|1,433|7,392|36,340|1,316|5,027|2,964|12,262|36,332|6,189|6,008|56,454|2,495|12,330|51,662|11,786|17,576|27,666|2,331
10.09.2009|15,028|13,033|9,539|16,146|16,828|2,567|3,426|1,630|25,500|29,109|2,262|3,479|9,366|1,765|36,080|19,037|1,432|7,385|36,296|1,299|5,017|2,943|12,200|36,251|6,121|5,992|56,696|2,490|12,290|51,534|11,642|17,529|27,645|2,308
11.09.2009|15,075|13,030|9,645|16,205|16,837|2,558|3,424|1,629|25,485|29,163|2,254|3,476|9,324|1,761|36,070|19,221|1,429|7,381|36,290|1,302|5,001|2,951|12,336|36,193|6,079|5,954|56,882|2,496|12,282|51,425|11,656|17,465|27,544|2,304
14.09.2009|15,015|13,017|9,556|16,033|16,822|2,560|3,420|1,627|25,455|28,950|2,256|3,473|9,301|1,759|35,914|19,248|1,427|7,372|36,245|1,303|4,984|2,936|12,241|36,103|6,066|5,956|56,675|2,481|12,274|51,492|11,647|17,483|27,631|2,336
15.09.2009|14,884|12,951|9,577|15,957|16,706|2,538|3,403|1,619|25,330|28,555|2,237|3,460|9,312|1,752|35,638|19,006|1,423|7,336|36,067|1,298|4,949|2,931|12,128|35,923|6,084|5,935|56,137|2,473|12,179|51,134|11,632|17,334|27,418|2,340
16.09.2009|14,984|12,907|9,579|16,076|16,608|2,521|3,392|1,613|25,240|28,369|2,220|3,461|9,359|1,775|35,667|19,036|1,420|7,310|35,878|1,301|4,942|2,932|12,256|35,823|6,097|5,921|56,176|2,489|12,184|50,982|11,633|17,204|27,294|2,337
17.09.2009|14,880|12,828|9,446|16,004|16,525|2,498|3,372|1,604|25,095|28,178|2,200|3,442|9,276|1,759|35,428|18,662|1,415|7,268|35,687|1,292|4,913|2,909|12,120|35,729|6,082|5,890|56,241|2,481|12,043|50,572|11,585|17,052|27,071|2,314
18.09.2009|14,811|12,824|9,435|15,923|16,560|2,498|3,371|1,603|25,085|27,863|2,201|3,441|9,250|1,758|35,462|18,697|1,412|7,265|35,680|1,287|4,901|2,903|12,114|35,740|6,075|5,881|56,357|2,480|12,055|50,607|11,566|17,057|27,026|2,290
21.09.2009|14,789|12,865|9,453|15,947|16,578|2,514|3,382|1,608|25,165|27,763|2,215|3,451|9,239|1,770|35,752|18,578|1,424|7,288|35,753|1,288|4,933|2,909|12,085|36,011|6,052|5,897|56,502|2,482|12,106|50,906|11,504|17,168|27,103|2,285
22.09.2009|14,864|12,857|9,412|15,928|16,605|2,492|3,380|1,608|25,155|27,799|2,195|3,455|9,266|1,754|35,508|18,621|1,414|7,285|35,656|1,280|4,890|2,915|12,280|35,803|6,045|5,922|56,460|2,492|12,052|50,615|11,490|17,016|27,010|2,287
23.09.2009|14,931|12,904|9,523|15,977|16,689|2,501|3,392|1,613|25,240|28,059|2,203|3,472|9,302|1,760|35,620|18,695|1,431|7,310|35,738|1,274|4,926|2,948|12,393|35,999|6,018|5,970|56,833|2,505|12,085|50,879|11,515|17,073|27,103|2,304
24.09.2009|14,901|12,863|9,535|15,873|16,642|2,495|3,380|1,608|25,155|27,622|2,197|3,463|9,305|1,764|35,531|18,787|1,428|7,285|35,595|1,275|4,916|2,955|12,334|35,982|6,041|5,976|56,819|2,488|12,062|50,770|11,511|17,028|27,017|2,306
25.09.2009|14,858|12,874|9,540|15,705|16,653|2,514|3,383|1,609|25,180|27,412|2,215|3,454|9,317|1,778|35,811|18,995|1,447|7,292|35,623|1,272|4,945|2,964|12,309|36,307|6,004|5,994|57,030|2,480|12,113|51,092|11,574|17,164|27,175|2,309
29.09.2009|15,087|12,875|9,658|15,877|16,648|2,536|3,383|1,609|25,180|27,618|2,233|3,463|9,337|1,786|35,973|19,233|1,459|7,292|35,653|1,274|4,966|2,957|12,365|36,419|5,977|6,005|57,385|2,461|12,202|51,474|11,612|17,308|27,305|2,328
30.09.2009|15,156|12,863|9,664|16,012|16,685|2,516|3,380|1,608|25,165|27,654|2,216|3,466|9,332|1,781|35,934|19,186|1,459|7,288|35,551|1,274|4,963|2,975|12,399|36,336|5,950|5,968|57,192|2,458|12,182|51,347|11,574|17,178|27,216|2,308
01.10.2009|15,360|12,991|9,849|16,282|16,752|2,560|3,413|1,624|25,410|27,886|2,255|3,498|9,402|1,815|36,619|19,424|1,483|7,359|35,875|1,288|5,041|3,008|12,613|36,960|5,986|5,946|58,107|2,494|12,367|52,150|11,699|17,473|27,560|2,285
02.10.2009|15,112|13,013|9,773|16,051|16,844|2,565|3,418|1,627|25,450|27,751|2,259|3,505|9,474|1,816|36,632|19,584|1,491|7,371|35,931|1,271|5,031|3,012|12,502|37,224|5,997|5,950|57,957|2,484|12,364|52,297|11,671|17,506|27,608|2,266
05.10.2009|15,232|13,016|9,832|16,223|16,855|2,551|3,419|1,627|25,455|27,757|2,247|3,505|9,525|1,823|36,651|19,366|1,484|7,372|35,933|1,279|5,033|3,013|12,570|37,314|6,052|5,970|57,902|2,471|12,342|52,028|11,740|17,416|27,523|2,291
06.10.2009|15,408|13,059|9,917|16,323|16,892|2,541|3,431|1,632|25,540|27,579|2,238|3,519|9,564|1,837|37,001|19,467|1,484|7,397|36,020|1,281|5,050|3,046|12,744|37,287|6,113|5,993|58,166|2,490|12,372|52,017|11,816|17,348|27,516|2,337
07.10.2009|15,556|13,135|9,919|16,525|16,956|2,561|3,451|1,642|25,685|27,771|2,256|3,539|9,586|1,855|37,398|19,658|1,494|7,439|36,232|1,294|5,116|3,070|12,828|37,639|6,090|6,017|58,780|2,480|12,481|52,393|11,876|17,483|27,731|2,338
08.10.2009|15,760|13,174|10,000|16,492|16,986|2,557|3,461|1,647|25,765|28,002|2,252|3,550|9,534|1,849|37,704|19,748|1,495|7,462|36,314|1,310|5,146|3,085|12,911|37,542|6,086|6,020|58,967|2,498|12,548|52,383|11,947|17,451|27,763|2,370
09.10.2009|15,877|13,221|10,059|16,792|17,026|2,568|3,474|1,653|25,860|28,017|2,262|3,566|9,558|1,854|37,814|19,725|1,505|7,489|36,456|1,322|5,159|3,114|12,917|37,777|6,076|6,043|59,247|2,518|12,595|52,620|11,967|17,530|27,835|2,373
12.10.2009|15,852|13,205|10,046|16,940|17,014|2,563|3,468|1,650|25,820|27,664|2,256|3,560|9,578|1,846|37,614|19,416|1,495|7,478|36,402|1,325|5,143|3,100|12,841|37,501|6,069|6,024|59,222|2,507|12,516|52,473|11,953|17,487|27,766|2,358
13.10.2009|15,866|13,254|10,072|16,938|17,093|2,556|3,483|1,657|25,925|27,553|2,251|3,571|9,647|1,846|37,683|19,486|1,493|7,508|36,568|1,323|5,143|3,113|12,885|37,589|6,123|6,035|59,059|2,508|12,493|52,390|11,969|17,443|27,705|2,382
14.10.2009|15,846|13,229|10,144|16,902|17,060|2,547|3,476|1,654|25,875|27,811|2,243|3,567|9,680|1,855|37,723|19,394|1,499|7,494|36,498|1,330|5,158|3,123|12,802|37,462|6,158|6,022|59,054|2,511|12,483|52,041|12,009|17,384|27,711|2,394
15.10.2009|15,958|13,226|10,167|16,848|17,096|2,550|3,476|1,654|25,875|28,279|2,246|3,562|9,664|1,865|37,689|19,296|1,508|7,494|36,508|1,327|5,183|3,105|12,919|37,616|6,129|6,023|59,140|2,504|12,499|51,968|12,021|17,407|27,763|2,387
16.10.2009|15,896|13,177|10,084|16,669|16,975|2,539|3,462|1,647|25,775|28,268|2,236|3,558|9,625|1,845|37,458|19,005|1,485|7,465|36,423|1,319|5,140|3,087|12,798|37,169|6,118|6,011|58,968|2,480|12,407|51,809|11,850|17,330|27,595|2,353
