Datum|1 AUD|1 BGN|1 BRL|1 CAD|1 CHF|1 CNY|1 DKK|1 EUR|1 GBP|1 HKD|100 HUF|1000 IDR|1 ILS|100 INR|100 ISK|100 JPY|100 KRW|1 MXN|1 MYR|1 NOK|1 NZD|100 PHP|1 PLN|1 RON|1 SEK|1 SGD|100 THB|1 TRY|1 USD|1 XDR|1 ZAR
08.08.2023|14,405|12,396|4,492|16,428|25,249|3,070|3,254|24,245|28,130|2,836|6,238|1,456|5,977|26,730|16,732|15,489|1,677|1,288|4,834|2,146|13,382|39,255|5,449|4,897|2,064|16,416|63,192|0,820|22,154|29,650|1,172
09.08.2023|14,477|12,426|4,523|16,484|25,243|3,076|3,261|24,300|28,189|2,834|6,250|1,459|5,968|26,741|16,817|15,445|1,686|1,291|4,848|2,168|13,421|39,378|5,438|4,911|2,073|16,461|63,300|0,820|22,159|29,610|1,162
10.08.2023|14,462|12,393|4,504|16,417|25,198|3,051|3,253|24,240|28,086|2,813|6,298|1,448|5,913|26,601|16,775|15,298|1,675|1,293|4,810|2,170|13,377|39,199|5,441|4,904|2,074|16,352|62,824|0,813|21,990|29,411|1,172
11.08.2023|14,303|12,318|4,491|16,291|25,066|3,029|3,234|24,095|27,886|2,803|6,295|1,440|5,880|26,462|16,652|15,158|1,652|1,288|4,776|2,108|13,170|38,774|5,433|4,877|2,040|16,231|62,508|0,810|21,907|29,342|1,163
14.08.2023|14,266|12,292|4,478|16,351|25,026|3,030|3,227|24,045|27,888|2,813|6,283|1,436|5,906|26,469|16,617|15,152|1,647|1,292|4,764|2,103|13,131|38,692|5,417|4,866|2,031|16,231|62,517|0,813|21,995|29,396|1,157
15.08.2023|14,299|12,343|4,445|16,379|25,193|3,033|3,240|24,140|28,093|2,824|6,217|1,440|5,863|26,505|16,729|15,174|1,653|1,290|4,766|2,105|13,192|38,858|5,378|4,886|2,040|16,279|62,462|0,817|22,094|29,468|1,150
16.08.2023|14,242|12,306|4,436|16,349|25,060|3,023|3,230|24,070|28,111|2,818|6,246|1,444|5,875|26,513|16,704|15,135|1,648|1,291|4,765|2,101|13,166|38,939|5,406|4,876|2,034|16,245|62,401|0,815|22,060|29,392|1,154
17.08.2023|14,214|12,309|4,447|16,353|25,187|3,034|3,231|24,075|28,181|2,822|6,254|1,445|5,855|26,592|16,707|15,155|1,651|1,293|4,748|2,094|13,153|38,997|5,385|4,875|2,029|16,273|62,456|0,815|22,089|29,417|1,160
18.08.2023|14,137|12,288|4,441|16,313|25,114|3,036|3,226|24,035|28,110|2,825|6,264|1,447|5,829|26,627|16,726|15,200|1,650|1,294|4,760|2,075|13,096|39,292|5,378|4,860|2,013|16,293|62,574|0,816|22,121|29,437|1,159
21.08.2023|14,138|12,282|4,442|16,317|25,057|3,022|3,224|24,025|28,111|2,811|6,293|1,438|5,803|26,507|16,719|15,098|1,644|1,293|4,740|2,086|13,052|39,127|5,364|4,862|2,017|16,246|62,739|0,811|22,032|29,300|1,162
22.08.2023|14,222|12,274|4,453|16,309|25,100|3,024|3,221|24,005|28,134|2,813|6,285|1,439|5,842|26,585|16,705|15,124|1,650|1,302|4,743|2,084|13,142|39,184|5,378|4,862|2,023|16,269|62,950|0,810|22,045|29,348|1,178
23.08.2023|14,327|12,340|4,529|16,446|25,337|3,062|3,238|24,135|28,177|2,848|6,297|1,460|5,898|27,007|16,866|15,345|1,666|1,322|4,795|2,085|13,242|39,321|5,392|4,885|2,028|16,439|63,622|0,820|22,327|29,718|1,194
24.08.2023|14,325|12,338|4,569|16,430|25,230|3,058|3,237|24,130|28,163|2,839|6,276|1,460|5,890|26,961|16,862|15,277|1,684|1,323|4,793|2,084|13,209|39,249|5,391|4,889|2,025|16,437|63,587|0,843|22,264|29,549|1,192
25.08.2023|14,354|12,338|4,592|16,442|25,229|3,063|3,237|24,130|28,170|2,846|6,319|1,459|5,885|27,020|16,862|15,298|1,687|1,332|4,811|2,095|13,223|39,425|5,401|4,886|2,029|16,481|63,702|0,843|22,323|29,687|1,197
28.08.2023|14,333|12,342|4,583|16,427|25,254|3,063|3,239|24,140|28,117|2,847|6,309|1,461|5,878|27,035|16,964|15,243|1,684|1,337|4,799|2,086|13,200|39,398|5,395|4,891|2,029|16,465|63,317|0,841|22,338|29,639|1,197
29.08.2023|14,359|12,352|4,578|16,412|25,285|3,066|3,242|24,160|28,139|2,850|6,319|1,466|5,876|27,018|17,026|15,198|1,686|1,331|4,815|2,089|13,199|39,414|5,402|4,889|2,035|16,494|63,538|0,840|22,367|29,666|1,205
30.08.2023|14,338|12,313|4,565|16,315|25,193|3,036|3,234|24,105|28,062|2,819|6,338|1,452|5,824|26,765|16,892|15,145|1,671|1,321|4,768|2,088|13,216|38,969|5,390|4,878|2,036|16,363|63,103|0,827|22,123|29,334|1,191
31.08.2023|14,347|12,309|4,539|16,346|25,096|3,037|3,230|24,075|28,083|2,821|6,332|1,453|5,821|26,746|16,918|15,181|1,673|1,323|4,769|2,081|13,190|39,078|5,388|4,872|2,034|16,386|63,320|0,830|22,130|29,436|1,180
01.09.2023|14,419|12,339|4,515|16,463|25,206|3,067|3,238|24,135|28,212|2,837|6,290|1,460|5,862|26,906|16,913|15,323|1,690|1,303|4,788|2,100|13,284|39,361|5,402|4,879|2,028|16,482|63,652|0,833|22,254|29,597|1,190
04.09.2023|14,424|12,326|4,525|16,411|25,245|3,070|3,235|24,105|28,174|2,849|6,296|1,465|5,850|26,991|16,821|15,243|1,694|1,308|4,795|2,096|13,267|39,427|5,397|4,874|2,025|16,485|63,421|0,834|22,319|29,685|1,178
05.09.2023|14,332|12,355|4,542|16,490|25,308|3,082|3,242|24,165|28,263|2,871|6,261|1,475|5,932|27,115|16,793|15,273|1,688|1,306|4,828|2,094|13,207|39,541|5,383|4,882|2,029|16,531|63,444|0,840|22,510|29,939|1,173
06.09.2023|14,411|12,365|4,525|16,524|25,330|3,087|3,248|24,215|28,318|2,875|6,224|1,474|5,921|27,113|16,828|15,311|1,693|1,285|4,824|2,105|13,284|39,550|5,379|4,882|2,032|16,560|63,480|0,841|22,548|29,827|1,170
07.09.2023|14,538|12,460|4,573|16,670|25,496|3,107|3,267|24,370|28,372|2,904|6,281|1,485|5,914|27,361|16,935|15,459|1,703|1,303|4,865|2,123|13,395|40,083|5,312|4,913|2,046|16,678|63,932|0,848|22,763|30,112|1,188
08.09.2023|14,612|12,508|4,592|16,732|25,635|3,113|3,280|24,465|28,533|2,916|6,343|1,491|5,942|27,535|17,073|15,502|1,713|1,308|4,887|2,141|13,499|40,332|5,295|4,929|2,055|16,751|64,287|0,851|22,856|30,172|1,196
11.09.2023|14,726|12,542|4,620|16,840|25,654|3,134|3,289|24,530|28,636|2,920|6,387|1,492|5,963|27,568|17,070|15,616|1,720|1,304|4,893|2,148|13,553|40,315|5,279|4,942|2,065|16,809|64,465|0,851|22,871|30,186|1,211
12.09.2023|14,742|12,572|4,653|16,906|25,716|3,148|3,296|24,590|28,617|2,931|6,387|1,496|6,036|27,675|17,112|15,617|1,728|1,326|4,907|2,147|13,546|40,514|5,277|4,946|2,068|16,847|64,316|0,853|22,951|30,349|1,209
13.09.2023|14,613|12,527|4,611|16,827|25,547|3,136|3,284|24,500|28,460|2,917|6,376|1,485|5,974|27,504|17,049|15,481|1,718|1,323|4,878|2,134|13,467|40,234|5,301|4,932|2,050|16,764|63,813|0,849|22,829|30,168|1,205
14.09.2023|14,719|12,508|4,651|16,885|25,558|3,137|3,281|24,475|28,469|2,916|6,372|1,487|5,970|27,511|16,844|15,499|1,722|1,331|4,876|2,130|13,538|40,274|5,286|4,924|2,050|16,776|63,822|0,847|22,831|30,198|1,206
15.09.2023|14,844|12,529|4,729|17,002|25,646|3,160|3,286|24,505|28,536|2,938|6,384|1,498|6,041|27,659|16,865|15,556|1,731|1,345|4,910|2,144|13,600|40,437|5,288|4,931|2,063|16,871|64,250|0,852|22,996|30,411|1,207
18.09.2023|14,731|12,481|4,709|16,950|25,524|3,138|3,274|24,410|28,347|2,927|6,353|1,489|5,979|27,479|16,823|15,505|1,727|1,339|4,882|2,110|13,518|40,331|5,263|4,912|2,036|16,775|64,156|0,847|22,892|30,188|1,202
19.09.2023|14,755|12,492|4,707|16,996|25,458|3,127|3,277|24,430|28,324|2,916|6,377|1,482|6,001|27,401|16,860|15,439|1,721|1,335|4,855|2,126|13,560|40,253|5,249|4,915|2,056|16,738|63,444|0,843|22,800|30,072|1,204
20.09.2023|14,786|12,473|4,694|16,984|25,419|3,125|3,273|24,395|28,205|2,915|6,358|1,483|5,987|27,443|16,789|15,418|1,717|1,338|4,867|2,124|13,600|40,212|5,254|4,908|2,053|16,732|63,235|0,843|22,803|30,101|1,210
21.09.2023|14,708|12,498|4,687|17,012|25,387|3,147|3,279|24,445|28,184|2,939|6,302|1,495|6,034|27,656|16,801|15,535|1,714|1,340|4,899|2,120|13,577|40,381|5,281|4,918|2,049|16,789|63,540|0,848|22,985|30,333|1,213
22.09.2023|14,778|12,467|4,660|17,044|25,275|3,135|3,271|24,385|28,083|2,928|6,311|1,489|6,015|27,609|16,783|15,443|1,718|1,336|4,885|2,134|13,674|40,340|5,312|4,907|2,053|16,781|63,676|0,843|22,897|30,146|1,219
25.09.2023|14,739|12,466|4,644|17,038|25,193|3,138|3,269|24,380|28,040|2,933|6,233|1,489|6,029|27,595|16,756|15,426|1,714|1,331|4,895|2,134|13,682|40,408|5,310|4,907|2,080|16,789|63,512|0,843|22,933|30,178|1,223
26.09.2023|14,767|12,487|4,633|17,060|25,241|3,151|3,275|24,425|28,064|2,945|6,279|1,487|6,030|27,664|16,833|15,474|1,708|1,321|4,911|2,135|13,737|40,403|5,298|4,915|2,096|16,846|63,396|0,845|23,032|30,301|1,212
27.09.2023|14,781|12,508|4,636|17,160|25,268|3,175|3,281|24,465|28,175|2,968|6,257|1,496|6,039|27,904|16,884|15,557|1,716|1,319|4,931|2,153|13,758|40,700|5,290|4,918|2,104|16,928|63,467|0,850|23,214|30,488|1,210
29.09.2023|14,896|12,445|4,581|17,102|25,174|3,146|3,264|24,340|28,146|2,933|6,254|1,486|6,023|27,646|16,798|15,391|1,707|1,315|4,891|2,163|13,847|40,585|5,262|4,895|2,111|16,847|62,939|0,838|22,967|30,117|1,218
02.10.2023|14,850|12,506|4,595|17,058|25,379|3,181|3,280|24,460|28,235|2,965|6,286|1,496|6,058|27,928|16,673|15,510|1,713|1,324|4,924|2,161|13,864|40,901|5,303|4,917|2,112|16,927|62,867|0,846|23,227|30,543|1,213
03.10.2023|14,748|12,524|4,598|17,048|25,358|3,203|3,284|24,495|28,238|2,986|6,337|1,501|6,077|28,105|16,789|15,595|1,718|1,319|4,951|2,145|13,804|41,177|5,300|4,923|2,106|17,015|63,134|0,850|23,384|30,651|1,211
04.10.2023|14,720|12,492|4,531|16,959|25,372|3,182|3,275|24,430|28,226|2,967|6,313|1,486|6,027|27,890|16,767|15,606|1,715|1,301|4,910|2,123|13,740|40,976|5,277|4,910|2,109|16,955|62,808|0,843|23,229|30,363|1,208
05.10.2023|14,722|12,487|4,485|16,870|25,365|3,178|3,274|24,420|28,184|2,964|6,309|1,486|6,006|27,873|16,807|15,584|1,719|1,282|4,908|2,110|13,779|40,939|5,311|4,912|2,104|16,933|62,748|0,842|23,204|30,381|1,185
06.10.2023|14,723|12,496|4,480|16,870|25,374|3,170|3,277|24,440|28,253|2,955|6,321|1,483|6,002|27,829|16,867|15,529|1,718|1,266|4,911|2,107|13,807|40,876|5,315|4,923|2,106|16,935|62,588|0,838|23,146|30,324|1,192
09.10.2023|14,790|12,513|4,497|17,029|25,544|3,189|3,282|24,475|28,290|2,969|6,298|1,482|5,913|27,907|16,868|15,585|1,719|1,272|4,913|2,131|13,897|40,864|5,342|4,928|2,108|16,977|62,647|0,839|23,248|30,504|1,199
10.10.2023|14,856|12,559|4,536|17,079|25,595|3,180|3,295|24,565|28,434|2,969|6,339|1,475|5,876|27,885|16,791|15,572|1,720|1,277|4,907|2,138|13,947|40,837|5,390|4,947|2,118|16,988|63,220|0,837|23,212|30,457|1,212
11.10.2023|14,853|12,552|4,593|17,014|25,639|3,170|3,292|24,550|28,462|2,960|6,352|1,475|5,851|27,832|16,712|15,548|1,727|1,296|4,906|2,136|13,933|40,774|5,436|4,943|2,123|16,987|63,592|0,835|23,149|30,421|1,226
12.10.2023|14,809|12,557|4,582|17,017|25,664|3,169|3,294|24,560|28,462|2,957|6,364|1,474|5,843|27,783|16,765|15,507|1,730|1,301|4,908|2,132|13,865|40,827|5,422|4,948|2,127|16,972|63,993|0,834|23,128|30,411|1,228
13.10.2023|14,805|12,614|4,628|17,137|25,844|3,209|3,308|24,670|28,550|2,996|6,359|1,495|5,896|28,152|16,840|15,668|1,734|1,306|4,958|2,143|13,839|41,280|5,434|4,969|2,136|17,123|64,472|0,843|23,443|30,835|1,236
16.10.2023|14,811|12,612|4,625|17,182|25,958|3,202|3,306|24,660|28,507|2,995|6,371|1,489|5,867|28,125|16,856|15,661|1,729|1,303|4,944|2,142|13,864|41,252|5,514|4,966|2,138|17,101|64,547|0,840|23,414|30,671|1,246
17.10.2023|14,806|12,582|4,614|17,073|25,853|3,184|3,298|24,605|28,337|2,976|6,394|1,481|5,818|27,972|16,795|15,572|1,721|1,298|4,916|2,126|13,724|41,026|5,560|4,952|2,134|17,005|63,945|0,834|23,280|30,505|1,235
18.10.2023|14,873|12,618|4,637|17,106|26,002|3,193|3,308|24,680|28,490|2,984|6,425|1,485|5,803|28,051|16,869|15,604|1,727|1,297|4,922|2,128|13,765|41,181|5,555|4,964|2,134|17,053|64,363|0,834|23,354|30,619|1,241
19.10.2023|14,749|12,612|4,612|17,022|26,057|3,193|3,305|24,665|28,322|2,984|6,425|1,477|5,792|28,064|16,859|15,584|1,718|1,274|4,900|2,110|13,610|41,063|5,542|4,957|2,123|17,004|64,053|0,834|23,353|30,619|1,221
20.10.2023|14,731|12,632|4,609|17,049|26,160|3,190|3,311|24,705|28,344|2,983|6,449|1,470|5,753|28,089|16,818|15,563|1,727|1,270|4,895|2,114|13,609|41,080|5,531|4,965|2,124|17,010|63,907|0,833|23,337|30,578|1,223
23.10.2023|14,661|12,601|4,610|16,945|26,045|3,178|3,302|24,645|28,277|2,971|6,450|1,459|5,724|27,963|16,777|15,505|1,719|1,268|4,851|2,088|13,522|40,904|5,528|4,958|2,104|16,945|63,783|0,829|23,250|30,492|1,220
24.10.2023|14,760|12,608|4,629|16,932|25,955|3,174|3,304|24,660|28,339|2,965|6,437|1,463|5,711|27,931|16,741|15,485|1,726|1,278|4,848|2,086|13,570|40,839|5,524|4,966|2,100|16,971|64,075|0,825|23,196|30,447|1,214
25.10.2023|14,810|12,624|4,675|16,973|26,061|3,191|3,308|24,690|28,302|2,984|6,412|1,471|5,745|28,067|16,762|15,572|1,730|1,279|4,884|2,087|13,592|41,058|5,508|4,975|2,099|17,047|64,524|0,830|23,345|30,675|1,221
26.10.2023|14,779|12,637|4,689|16,968|26,108|3,204|3,312|24,715|28,345|2,998|6,446|1,473|5,747|28,171|16,756|15,593|1,727|1,274|4,899|2,084|13,594|41,129|5,531|4,978|2,095|17,101|64,630|0,833|23,448|30,746|1,230
27.10.2023|14,851|12,613|4,705|16,934|25,963|3,199|3,305|24,670|28,358|2,994|6,441|1,469|5,752|28,119|16,725|15,606|1,725|1,294|4,899|2,086|13,631|41,082|5,519|4,968|2,086|17,067|64,635|0,830|23,408|30,645|1,238
30.10.2023|14,771|12,560|4,648|16,761|25,693|3,168|3,291|24,565|28,125|2,964|6,428|1,459|5,718|27,841|16,700|15,477|1,718|1,286|4,867|2,085|13,520|40,741|5,513|4,948|2,080|16,971|64,589|0,821|23,178|30,370|1,236
31.10.2023|14,672|12,556|4,566|16,694|25,569|3,163|3,290|24,560|28,110|2,957|6,425|1,456|5,745|27,784|16,651|15,325|1,712|1,283|4,856|2,068|13,477|40,745|5,530|4,946|2,075|16,913|64,201|0,818|23,135|30,346|1,232
01.11.2023|14,912|12,623|4,665|16,904|25,795|3,203|3,307|24,685|28,398|2,996|6,431|1,471|5,819|28,149|16,668|15,498|1,728|1,303|4,914|2,093|13,666|41,265|5,527|4,969|2,091|17,099|64,742|0,827|23,443|30,807|1,257
02.11.2023|14,889|12,592|4,662|16,742|25,603|3,157|3,299|24,625|28,220|2,952|6,443|1,457|5,835|27,762|16,650|15,409|1,737|1,313|4,861|2,073|13,649|40,644|5,534|4,956|2,084|16,956|64,383|0,815|23,096|30,235|1,259
03.11.2023|14,815|12,482|4,654|16,657|25,363|3,118|3,272|24,415|28,080|2,915|6,421|1,450|5,748|27,407|16,375|15,263|1,740|1,314|4,823|2,060|13,622|40,673|5,486|4,913|2,079|16,819|64,228|0,803|22,809|29,968|1,245
06.11.2023|14,799|12,506|4,644|16,678|25,349|3,134|3,279|24,460|28,222|2,912|6,438|1,466|5,863|27,370|16,252|15,204|1,755|1,302|4,913|2,067|13,593|40,750|5,475|4,922|2,098|16,869|64,041|0,801|22,781|29,949|1,245
07.11.2023|14,806|12,596|4,741|16,787|25,599|3,167|3,303|24,635|28,364|2,949|6,507|1,476|5,966|27,695|16,369|15,321|1,763|1,316|4,937|2,066|13,648|41,143|5,522|4,958|2,110|17,011|64,727|0,809|23,062|30,474|1,252
08.11.2023|14,857|12,612|4,729|16,763|25,702|3,176|3,308|24,670|28,360|2,959|6,507|1,478|6,008|27,765|16,392|15,326|1,761|1,319|4,938|2,067|13,692|41,296|5,525|4,966|2,115|17,037|65,044|0,811|23,125|30,451|1,249
09.11.2023|14,705|12,554|4,681|16,663|25,480|3,153|3,292|24,555|28,153|2,940|6,488|1,467|5,973|27,571|16,272|15,195|1,751|1,309|4,895|2,057|13,615|41,131|5,518|4,942|2,110|16,909|64,485|0,806|22,968|30,239|1,234
10.11.2023|14,599|12,542|4,663|16,621|25,443|3,150|3,289|24,530|28,047|2,940|6,499|1,463|5,916|27,567|16,149|15,160|1,741|1,287|4,876|2,065|13,531|41,092|5,546|4,936|2,109|16,884|63,882|0,804|22,957|30,223|1,222
13.11.2023|14,683|12,573|4,672|16,664|25,471|3,162|3,296|24,590|28,230|2,952|6,514|1,468|5,964|27,682|16,040|15,186|1,740|1,303|4,896|2,069|13,550|41,117|5,552|4,947|2,118|16,936|64,040|0,806|23,050|30,319|1,228
14.11.2023|14,602|12,552|4,685|16,556|25,395|3,141|3,291|24,550|28,147|2,932|6,502|1,459|5,971|27,535|15,973|15,094|1,727|1,304|4,853|2,055|13,444|40,876|5,552|4,937|2,106|16,827|63,473|0,800|22,899|30,135|1,223
15.11.2023|14,717|12,529|4,638|16,492|25,422|3,113|3,286|24,505|28,105|2,887|6,494|1,451|5,985|27,126|15,943|14,997|1,737|1,300|4,824|2,086|13,620|40,462|5,574|4,930|2,140|16,728|63,535|0,786|22,542|29,698|1,242
16.11.2023|14,613|12,501|4,641|16,425|25,341|3,110|3,278|24,450|27,945|2,890|6,498|1,450|5,974|27,084|15,949|14,914|1,742|1,305|4,809|2,077|13,482|40,472|5,593|4,919|2,128|16,713|63,556|0,786|22,547|29,905|1,231
20.11.2023|14,722|12,550|4,603|16,369|25,387|3,132|3,292|24,545|28,012|2,882|6,480|1,454|6,017|26,940|16,095|15,136|1,737|1,308|4,812|2,094|13,533|40,555|5,622|4,936|2,148|16,761|63,735|0,781|22,460|29,803|1,219
21.11.2023|14,726|12,531|4,581|16,310|25,341|3,136|3,288|24,510|28,074|2,870|6,465|1,449|6,030|26,870|16,072|15,167|1,733|1,306|4,808|2,101|13,601|40,363|5,619|4,930|2,150|16,748|63,609|0,777|22,373|29,785|1,216
22.11.2023|14,726|12,520|4,585|16,362|25,409|3,140|3,285|24,485|28,123|2,880|6,429|1,441|6,027|26,944|15,910|15,091|1,726|1,306|4,799|2,089|13,547|40,354|5,612|4,925|2,148|16,745|63,821|0,779|22,449|29,933|1,206
23.11.2023|14,647|12,458|4,568|16,307|25,266|3,130|3,268|24,365|28,028|2,866|6,420|1,437|5,969|26,827|15,935|14,947|1,717|1,302|4,777|2,080|13,498|40,363|5,584|4,902|2,130|16,668|63,382|0,777|22,353|29,750|1,187
24.11.2023|14,685|12,480|4,574|16,344|25,325|3,127|3,274|24,410|28,118|2,869|6,424|1,437|5,983|26,818|16,241|14,948|1,713|1,306|4,774|2,080|13,566|40,350|5,593|4,911|2,133|16,675|63,095|0,774|22,366|29,767|1,184
27.11.2023|14,701|12,454|4,554|16,321|25,272|3,110|3,267|24,360|28,101|2,855|6,413|1,436|5,967|26,688|16,186|14,956|1,712|1,304|4,752|2,086|13,570|40,086|5,588|4,900|2,133|16,638|63,452|0,769|22,244|29,604|1,193
28.11.2023|14,708|12,460|4,547|16,367|25,266|3,112|3,269|24,370|28,071|2,855|6,416|1,442|6,012|26,709|16,128|14,971|1,716|1,295|4,765|2,079|13,552|40,195|5,604|4,901|2,131|16,656|63,690|0,769|22,260|29,686|1,189
29.11.2023|14,629|12,404|4,510|16,259|25,207|3,099|3,254|24,260|28,039|2,831|6,428|1,435|6,012|26,512|16,120|14,976|1,711|1,285|4,748|2,074|13,600|39,871|5,595|4,879|2,134|16,585|63,469|0,764|22,089|29,455|1,193
30.11.2023|14,681|12,419|4,495|16,331|25,407|3,113|3,258|24,290|28,122|2,844|6,384|1,432|5,980|26,649|16,118|15,070|1,712|1,275|4,767|2,073|13,675|40,052|5,588|4,886|2,125|16,630|63,075|0,770|22,213|29,688|1,180
01.12.2023|14,806|12,451|4,547|16,522|25,551|3,135|3,267|24,350|28,298|2,865|6,413|1,446|6,010|26,865|16,115|15,112|1,714|1,294|4,791|2,081|13,803|40,435|5,607|4,898|2,140|16,734|63,726|0,774|22,389|29,851|1,197
04.12.2023|14,914|12,471|4,584|16,570|25,732|3,144|3,271|24,390|28,430|2,872|6,433|1,452|6,037|26,917|16,142|15,302|1,721|1,300|4,818|2,088|13,889|40,564|5,626|4,909|2,155|16,805|64,131|0,777|22,442|29,899|1,198
05.12.2023|14,781|12,460|4,542|16,573|25,779|3,153|3,269|24,370|28,444|2,881|6,425|1,453|6,046|27,013|16,171|15,322|1,713|1,289|4,830|2,068|13,828|40,719|5,637|4,906|2,156|16,818|63,922|0,779|22,523|30,015|1,190
06.12.2023|14,866|12,455|4,595|16,658|25,830|3,156|3,267|24,360|28,457|2,892|6,400|1,458|6,097|27,103|16,229|15,362|1,717|1,304|4,838|2,064|13,914|40,837|5,618|4,902|2,153|16,849|64,246|0,780|22,587|30,036|1,192
07.12.2023|14,845|12,453|4,629|16,618|25,782|3,162|3,267|24,355|28,404|2,894|6,384|1,458|6,113|27,129|16,226|15,584|1,714|1,304|4,839|2,072|13,869|40,893|5,623|4,904|2,164|16,872|64,186|0,782|22,616|30,022|1,205
08.12.2023|14,922|12,452|4,598|16,656|25,809|3,156|3,267|24,355|28,423|2,893|6,386|1,457|6,092|27,101|16,226|15,659|1,725|1,296|4,845|2,077|13,899|40,760|5,624|4,902|2,166|16,885|63,943|0,780|22,601|30,030|1,197
11.12.2023|14,854|12,462|4,591|16,693|25,725|3,158|3,269|24,375|28,489|2,903|6,384|1,451|6,099|27,184|16,175|15,475|1,716|1,302|4,840|2,068|13,849|40,724|5,628|4,903|2,159|16,866|63,490|0,782|22,663|30,127|1,188
12.12.2023|14,896|12,488|4,580|16,655|25,855|3,153|3,276|24,425|28,435|2,893|6,395|1,447|6,101|27,103|16,165|15,581|1,725|1,303|4,824|2,073|13,902|40,620|5,632|4,911|2,165|16,868|63,369|0,778|22,597|29,995|1,194
13.12.2023|14,879|12,517|4,567|16,721|25,893|3,162|3,283|24,480|28,419|2,905|6,427|1,449|6,124|27,215|16,244|15,582|1,721|1,310|4,823|2,070|13,835|40,475|5,658|4,922|2,170|16,897|63,397|0,781|22,698|30,168|1,189
14.12.2023|14,993|12,482|4,576|16,654|25,729|3,138|3,273|24,410|28,401|2,866|6,434|1,444|6,067|26,854|16,241|15,779|1,730|1,292|4,789|2,122|13,878|40,154|5,661|4,910|2,183|16,814|64,068|0,772|22,378|29,713|1,205
15.12.2023|15,004|12,516|4,528|16,710|25,801|3,147|3,283|24,480|28,522|2,865|6,401|1,444|6,096|26,925|16,266|15,787|1,720|1,294|4,788|2,139|13,906|40,177|5,682|4,925|2,183|16,818|64,215|0,770|22,364|29,936|1,226
18.12.2023|15,133|12,552|4,551|16,841|25,900|3,152|3,293|24,550|28,464|2,884|6,365|1,450|6,159|27,049|16,291|15,744|1,729|1,303|4,791|2,163|14,022|40,276|5,649|4,940|2,203|16,889|64,239|0,774|22,490|30,154|1,214
19.12.2023|15,086|12,545|4,599|16,729|25,915|3,138|3,290|24,535|28,522|2,871|6,405|1,444|6,138|26,921|16,259|15,514|1,716|1,309|4,783|2,160|13,988|40,016|5,656|4,934|2,196|16,826|64,070|0,770|22,393|29,931|1,211
20.12.2023|15,163|12,548|4,605|16,798|25,946|3,141|3,291|24,540|28,349|2,871|6,372|1,445|6,144|26,941|16,327|15,619|1,721|1,313|4,813|2,174|14,089|40,224|5,656|4,938|2,207|16,851|64,159|0,769|22,417|29,961|1,221
21.12.2023|15,082|12,521|4,560|16,704|25,967|3,123|3,285|24,490|28,221|2,855|6,409|1,436|6,163|26,786|16,294|15,623|1,713|1,307|4,790|2,164|13,972|40,166|5,641|4,928|2,207|16,780|63,993|0,765|22,300|29,814|1,216
22.12.2023|15,184|12,572|4,586|16,802|26,097|3,127|3,298|24,590|28,371|2,856|6,438|1,441|6,186|26,835|16,339|15,700|1,720|1,315|4,816|2,181|14,050|40,267|5,667|4,947|2,224|16,851|64,578|0,763|22,308|29,867|1,211
27.12.2023|15,257|12,556|4,618|16,890|26,154|3,120|3,311|24,680|28,428|2,855|6,462|1,445|6,158|26,763|16,377|15,639|1,722|1,317|4,817|2,198|14,113|40,045|5,698|4,963|2,231|16,869|64,840|0,758|22,299|29,917|1,208
28.12.2023|15,209|12,637|4,596|16,813|26,570|3,131|3,316|24,715|28,371|2,845|6,452|1,442|6,148|26,735|16,444|15,785|1,729|1,316|4,827|2,192|14,089|40,127|5,700|4,967|2,238|16,879|65,045|0,755|22,239|29,837|1,199
29.12.2023|15,193|12,642|4,612|16,885|26,688|3,150|3,318|24,725|28,447|2,865|6,455|1,453|6,182|26,895|16,429|15,811|1,725|1,320|4,870|2,200|14,119|40,346|5,694|4,969|2,229|16,946|65,107|0,757|22,376|30,021|1,216
